Rank,Grade,Channel name,Video Uploads,Subscribers,Video views,Grade_num,Average_Views
979,A ,AviciiOfficialVEVO,110,11667519,5565707967,3,50597345.154545456
980,A ,SUNDRANI,5202,1196344,670142754,3,128824.05882352941
981,A ,karameeshchannel,2318,3226457,1936359474,3,835357.8403796377
982,A ,FitDance,949,8606400,2564278994,3,2702085.3466807166
983,A ,Planet Earth INDIA,275,4025979,633820509,3,2304801.850909091
984,A ,Telefe,66273,2220124,1910032292,3,28820.670438941954
985,A ,PopArt Discos,2590,1738684,2261135575,3,873025.3185328186
986,A ,FRESH Movie Trailers,6337,3816987,2932656262,3,462783.0617011204
987,A ,Cat Music,1795,4962035,5026581136,3,2800323.7526462395
988,A ,ArkivaShqip,6414,2563442,3987315817,3,621658.2190520735
989,A ,El Adl Group,2136,1687205,714675665,3,334585.9854868914
990,A ,JUJU Jugando,42,861545,218837918,3,5210426.619047619
991,A ,iKON,313,3322661,764816171,3,2443502.143769968
992,A ,Gojzer,155,1181557,486625063,3,3139516.535483871
993,A ,Saad Lamjarred | سعد لمجرد,118,5932065,1628048828,3,13797023.966101695
994,A ,Cumicumi,48641,2341946,2200123912,3,45231.88075903045
995,A ,storybooth,136,2938922,938276694,3,6899093.338235294
996,A ,OneRepublicVEVO,144,6005945,3917713663,3,27206344.881944444
997,A ,TOY GUMA,303,1783483,628952933,3,2075752.2541254126
998,A ,Les' Copaque Production,1078,3130717,2040030829,3,1892421.9192949908
999,A ,Earwax Specialist,572,387654,301082491,3,526367.9912587412
1000,A ,Jugnu Kids - Nursery Rhymes and…,282,2883696,1233602347,3,4374476.407801419
1001,A ,IDEAS EN 5 MINUTOS,1089,4429603,662187125,3,608068.9853076217
1002,A ,Tin Siêu Còi,534,695068,561085634,3,1050722.1610486892
1003,A ,BIGBANG,769,9998464,4756874954,3,6185793.178153446
1004,A ,Wow Kidz Comedy,871,1511557,436747551,3,501432.32032146957
1005,A ,simayproduction,226,337135,212866964,3,941889.221238938
1007,A ,Hong Giang DIY Slime,297,2056979,623675504,3,2099917.5218855217
1008,A ,Pica - Pica Oficial,145,2653991,2151391380,3,14837181.931034483
1009,A ,Universe Adventure,156,2946639,314847635,3,2018254.0705128205
1010,A ,Hillsong Worship,540,2769666,982634456,3,1819693.437037037
1011,A ,Boram Tube [보람튜브],125,2742219,614541421,3,4916331.368
1012,A ,EHPMusicChannel,472,403056,348349997,3,738029.654661017
1013,A ,iGAMING TV,360,958196,472840432,3,1313445.6444444444
1015,A ,Netflix India,450,1200373,80348959,3,178553.2422222222
1017,A- ,ولاية بطيخ | Melon City…,764,4044662,1166217789,2,1526463.07460733
1018,A- ,Movie Talkies,19022,3794649,2491697636,2,130990.30785406372
1019,A- ,MrBrent98,259,4737769,497995909,2,1922764.1274131273
1020,A- ,Gallina Pintadita,33,6136499,4866114389,2,147458011.78787878
1021,A- ,W2S,639,13087509,3601385628,2,5635971.248826291
1022,A- ,Теремок - Песенки…,307,2447379,1475969285,2,4807717.540716613
1023,A- ,Zara Cute,806,1082790,790114713,2,980291.2071960298
1024,A- ,PrestonPlayz - Minecraft,3473,7193736,2509756896,2,722648.112870717
1025,A- ,Oddbods - Official Channel,363,2641254,1877153673,2,5171222.239669422
1026,A- ,ZENSE Entertainment,7498,2148479,1056380068,2,140888.2459322486
1027,A- ,UKids TV,121,1070159,147878759,2,1222138.5041322315
1028,A- ,Juguetes Sorpresa,398,1848769,803160581,2,2017991.4095477387
1030,A- ,Health Tips for You,8839,4116683,613673510,2,69427.93415544745
1031,A- ,Favorite Videos,605,433225,895967230,2,1480937.570247934
1032,A- ,Wirkaufendeinauto.de,23,2730,82829448,2,3601280.347826087
1033,A- ,Herşey Dahil,915,2759453,1189890677,2,1300426.9693989072
1034,A- ,Pocoyo,1009,5434099,4355275516,2,4316427.666997027
1035,A- ,YuridiaVEVO,121,1132374,1385722780,2,11452254.38016529
1036,A- ,Fanta Kids Tv,57,2682199,360827737,2,6330311.175438597
1037,A- ,MowMow☆おもちゅーぶ,322,511278,181226240,2,562814.4099378882
1038,A- ,Ini Talk Show,4117,2042830,1203464786,2,292315.95482147194
1039,A- ,3Palavrinhas,165,1114638,820739389,2,4974178.115151515
1040,A- ,kids7,20,1583878,259513961,2,12975698.05
1041,A- ,FutParódias,184,4763628,1089597158,2,5921723.684782608
1042,A- ,VIDEOMUG비디오머그,1667,314428,229895975,2,137910.0029994001
1043,A- ,CBCDrama,5476,2735998,1499321360,2,273798.64134404674
1044,A- ,Trinity and Beyond,617,1615002,582521408,2,944118.9756888169
1045,A- ,REACT,1404,9849460,3048529895,2,2171317.589031339
1046,A- ,Tibo InShape,546,5095840,1217196627,2,2229297.8516483516
1047,A- ,Lâm Vlog,331,880826,258862127,2,782060.8066465256
1048,A- ,DrossRotzank,1133,14850074,3084922075,2,2722790.8870255956
1050,A- ,SonoraDinamitaVEVO,21,404982,783935227,2,37330248.9047619
1051,A- ,भक्ति,3805,3134152,522188652,2,137237.49067017084
1052,A- ,Vito Minecraft,892,1219171,662762196,2,743006.9461883408
1053,A- ,Programa Pânico,3322,7350039,2469377904,2,743340.7296809151
1057,A- ,FORMULA 1,1386,1577479,543917257,2,392436.69336219336
1058,A- ,KarolGVEVO,25,3605435,1913978111,2,76559124.44
1059,A- ,Tamer Hosny,323,3149970,1018663952,2,3153758.3653250774
1060,A- ,Mimi Lissa,439,1427346,858526119,2,1955640.362186788
1062,A- ,Wave Music - Bhojpuri Movies,304,1748337,628973883,2,2068993.0361842106
1063,A- ,Ricis Official,329,5505644,677257443,2,2058533.2613981762
1064,A- ,tvN DRAMA,15907,1401400,1104842163,2,69456.3502231722
1065,A- ,L'Algerino,96,4390622,1304314723,2,13586611.697916666
1066,A- ,Troom Troom PT,193,2405614,385620442,2,1998033.378238342
1067,A- ,18th Asian Games 2018,306,598154,104006040,2,339889.01960784313
1068,A- ,Bollywood Uncut,4166,385042,212318007,2,50964.47599615939
1069,A- ,Robin Hood Gamer,2256,5249617,902045441,2,399842.83732269506
1071,A- ,IMediaShows,5539,340895,277516851,2,50102.338147680086
1072,A- ,LOVEiS+,664,2278468,1742116660,2,2623669.6686746986
1073,A- ,Videogyan 3D Rhymes - Nursery…,579,6372720,5005584061,2,8645222.90328152
1074,A- ,Bartolito,315,924799,272549270,2,865235.7777777778
1075,A- ,Posteries,69,1077035,503038721,2,7290416.2463768115
1076,A- ,Dolly's Stories KIDS,78,1187528,230626596,2,2956751.230769231
1077,A- ,RE -research,158,2535305,558104526,2,3532307.1265822784
1079,A- ,Annoying Orange,1096,7542219,5360497422,2,4890964.801094891
1080,A- ,MoonKase,2646,4739183,1339447912,2,506216.14210128493
1081,A- ,ZicZic Baby,20,1099180,152421259,2,7621062.95
1082,A- ,NH Studioz,698,1080829,375674360,2,538215.4154727794
1083,A- ,NTN Vlogs,172,4827279,840237024,2,4885098.976744186
1084,A- ,Brytiago Cartel Records,26,2102859,707072962,2,27195113.923076924
1085,A- ,Oops Banana,926,2594922,848048417,2,915819.024838013
1086,A- ,Grand Production,12746,1231378,2468846059,2,193695.7523144516
1088,A- ,YGVEVO,66,2194989,1125081760,2,17046693.333333332
1089,A- ,Invento na Hora,446,7743492,1051346743,2,2357279.692825112
1090,A- ,Black Beats,386,748413,349171125,2,904588.4067357513
1091,A- ,littlemixVEVO,119,8387497,3438825040,2,28897689.411764707
1093,A- ,Ярик Кент,722,2463732,870581007,2,1205790.8684210526
1095,A- ,NBC World of Dance,224,610130,117702339,2,525456.8705357143
1096,A- ,CNCOVEVO,47,6246421,4171381231,2,88752792.14893617
1097,A- ,GameGrumps,6199,4810053,4315943573,2,696232.2266494596
1098,A- ,Univision Noticias,43216,2562118,1880915239,2,43523.584760273974
1099,A- ,DramaKBS,86872,1163844,1469594560,2,16916.780550695275
1100,A- ,華納音樂 Warner Music Taiwan…,1860,1388830,890764253,2,478905.5123655914
1101,A- ,Jana Tube,14,713375,178412464,2,12743747.42857143
1102,A- ,JukiLop,52,10548370,528172886,2,10157170.884615384
1103,A- ,DisneyChannelUK,2603,3447255,3283041196,2,1261252.8605455244
1104,A- ,LG India,829,246769,682825695,2,823673.9384800965
1105,A- ,twenty one pilots,87,7057151,1346134728,2,15472812.965517242
1106,A- ,Daequan Loco,283,3587976,293643173,2,1037608.3851590106
1107,A- ,OLGACRAFTS,222,179734,55398762,2,249543.97297297296
1108,A- ,SpJockey,1930,794720,479437947,2,248413.44404145077
1109,A- ,Daniel Boy,117,883683,233817264,2,1998438.1538461538
1111,A- ,Peppa Pig En Español Capitulos…,393,2967840,827964874,2,2106780.8498727735
1112,A- ,INCRÍVEL,1379,6217371,700534387,2,508001.730964467
1113,A- ,IDEIAS INCRÍVEIS,1084,3461333,458488915,2,422960.2536900369
1114,A- ,Beşiktaş Kültür Merkezi (BKM),5233,1567447,1868110548,2,356986.5369768775
1115,A- ,Ersin Büyükişler,4,200536,30542506,2,7635626.5
1116,A- ,Kaykai Salaider,170,6651911,988326879,2,5813687.523529412
1117,A- ,Fortnite Funny,349,1555169,401834406,2,1151387.982808023
1118,A- ,SumanTV,9228,2543346,929819561,2,100760.68064586043
1119,A- ,ArcadeGaming,1417,1361880,581369782,2,410282.1326746648
1120,A- ,Eros Now Movies Preview,1121,1607037,665567091,2,593726.2185548617
1121,A- ,Danny Ocean,8,2861917,1690503137,2,211312892.125
1122,A- ,Jason Derulo,238,10247253,5133718775,2,21570246.95378151
1123,A- ,Beto Sierra,559,2155076,701284327,2,1254533.679785331
1124,A- ,CarlosVivesVEVO,96,3314192,2893179477,2,30137286.21875
1125,A- ,platinumrecordsmusic,461,3981353,2267113835,2,4917817.429501085
1126,A- ,lesliegraceVEVO,20,516628,345111568,2,17255578.4
1127,A- ,Linus Tech Tips,4276,6811040,1993442553,2,466193.30051449954
1128,A- ,ETV Plus India,14493,2104082,1435219599,2,99028.4688470296
1129,A- ,Enamorándonos,4928,3186461,1542799499,2,313068.0801542208
1130,A- ,Shemaroo Movies,603,2784186,782915669,2,1298367.6102819238
1131,A- ,Yippee Toys,1627,6783252,2985726408,2,1835111.4984634295
1132,A- ,SuperHeroKids,182,2059241,1223548138,2,6722791.967032967
1133,A- ,SETN三立新聞網,40599,454722,859111639,2,21160.906401635508
1134,A- ,Taylor Gamer,192,280704,51412957,2,267775.8177083333
1135,A- ,Anthony Ying,3552,1826694,2020250389,2,568764.1860923424
1137,A- ,Viral Maniacs,72,596882,194629412,2,2703186.277777778
1138,A- ,PDK Films,123,6462055,1808796279,2,14705660.804878049
1139,A- ,Red Chillies Entertainment,649,3070960,1179332236,2,1817152.906009245
1141,A- ,"Animal Aid Unlimited, India",184,1901032,574395844,2,3121716.5434782607
1142,A- ,BE AMAZED,691,4068925,924101627,2,1337339.547033285
1143,A- ,AFernandezVEVO,92,1614634,1946505588,2,21157669.43478261
1144,A- ,70cleam,829,1286712,1480458714,2,1785836.808202654
1145,A- ,Life Hacks & Experiments,352,3644191,1219745172,2,3465185.147727273
1146,A- ,Fox News,52548,1680608,1098789981,2,20910.2150605161
1147,A- ,Toymong tv 토이몽TV,922,1895085,950813108,2,1031250.6594360087
1148,A- ,TheWillyrex,5126,14570953,5071006068,2,989271.5700351151
1149,A- ,WildBrain em Português,995,985848,388267495,2,390218.5879396985
1150,A- ,YTN NEWS,355996,820108,1640347646,2,4607.769879436848
1152,A- ,Miniminter,1588,7497762,2535153504,2,1596444.2720403022
1153,A- ,Mr DegrEE,111,976607,270095979,2,2433297.108108108
1156,A- ,Bhavani HD Movies,16226,1424977,691620083,2,42624.188524590165
1157,A- ,infobells,248,2656272,882222289,2,3557347.939516129
1158,A- ,Chouftv - شوف تيفي,37136,2561199,1419415471,2,38222.08829707023
1159,A- ,Tady Kristián,6,31996,29536511,2,4922751.833333333
1162,A- ,★ Kids Roma Show,437,5608514,1352179341,2,3094231.9016018305
1163,A- ,Promi Big Brother,1017,105418,67113917,2,65992.05211406096
1164,A- ,SBSNOW,14133,1922415,2073198311,2,146692.01945800608
1165,A- ,OneDirectionVEVO,171,23481196,8280768299,2,48425545.60818713
1166,A- ,Flamingo,445,1915781,522973512,2,1175221.3752808988
1167,A- ,TVN Series,3933,501731,611164083,2,155393.86803966438
1168,A- ,loveliveserve,460,3044546,435910217,2,947630.9065217391
1169,A- ,Смотри как я (Watch Me),207,1277532,386347891,2,1866414.9323671497
1170,A- ,ashish chanchlani vines,119,7136231,611062570,2,5134979.579831933
1172,A- ,Tayo the Little Bus,1190,3295043,3114290893,2,2617051.1705882354
1173,A- ,Anne-Marie,45,3107983,630340905,2,14007575.666666666
1174,A- ,Barry Guarina,101,143414,543472,2,5380.910891089109
1175,A- ,Rajasthani Gorband Music HD,2382,1639233,540505595,2,226912.50839630564
1176,A- ,Daftar Populer,1012,2168268,365382700,2,361050.09881422925
1177,A- ,Maître GIMS,31,6410207,597177479,2,19263789.64516129
1178,A- ,MBCkpop,31092,5084929,3893045917,2,125210.5338029075
1179,A- ,The Q,113,5078880,1416956060,2,12539434.159292035
1180,A- ,TheTalko,1925,6341412,2581218906,2,1340892.9381818182
1181,A- ,Mo Vlogs,1237,6172108,1609292736,2,1300964.216653193
1182,A- ,Kuplinov ► Play,4588,5422655,2088890389,2,455294.3306451613
1183,A- ,Hichem Smati,129,1584768,408343609,2,3165454.3333333335
1184,A- ,Cleo & Cuquín - Familia Telerín,70,2990724,1274275282,2,18203932.6
1185,A- ,Sapna Choudhary,102,862101,169614978,2,1662891.9411764706
1186,A- ,TazerCraft,2952,10218519,3515548318,2,1190903.9017615176
1187,A- ,Silly Family,21,263470,46510486,2,2214785.0476190476
1188,A- ,Zouzounia TV,1284,3040963,2196656402,2,1710791.590342679
1189,A- ,SBS TV동물농장x애니멀봐,1044,718231,469036798,2,449268.96360153257
1190,A- ,acdcVEVO,145,3201644,2741995673,2,18910314.986206897
1191,A- ,Parafernalha,647,10673919,2419651852,2,3739801.935085008
1192,A- ,Galileo,2760,2057489,1339235573,2,485230.2800724638
1193,A- ,ToyTocToc,379,3483539,1106450841,2,2919395.35883905
1194,A- ,Jayas Kumar,97,1682736,174797690,2,1802038.0412371133
1195,A- ,Passenger,213,4406430,2450875512,2,11506457.802816901
1196,A- ,더깊이10,1466,76812,50347842,2,34343.68485675307
1197,A- ,KIDZ RHYMES,232,802153,194965185,2,840367.176724138
1198,A- ,Just For Laughs Gags Arabic,331,468812,309763353,2,935840.9456193354
1199,A- ,SSundee,1936,9224598,3777890297,2,1951389.6162190083
1200,A- ,TVI,14460,972373,885972274,2,61270.55836791148
1201,A- ,Fortnite Poggers,86,1676802,90961377,2,1057690.4302325582
1203,A- ,Crime Watch Daily,3452,1258527,701318998,2,203163.0932792584
1204,A- ,Ferrugem Oficial,112,1813712,521501181,2,4656260.544642857
1206,A- ,TheEngineeringFamily,2704,2856775,3937497827,2,1456175.2318786983
1207,A- ,Kwebbelkop,3545,8922422,3373682152,2,951673.3856135402
1208,A- ,Screen Rant,1822,5151155,1866471947,2,1024408.3133918771
1210,A- ,Matt Stonie,322,6021280,1094725876,2,3399769.801242236
1211,A- ,ディズニー・スタジオ公式…,847,350214,108899893,2,128571.30224321134
1212,A- ,Carter Sharer,123,2155074,324012497,2,2634247.9430894307
1213,A- ,الصوت التونسى,126,791763,98059395,2,778249.1666666666
1214,A- ,Jkk Entertainment,58,2777990,427618227,2,7372728.051724138
1215,A- ,مصارعة المحترفين,325,1329767,349927065,2,1076698.6615384615
1216,A- ,ETtoday星光雲/官方平台,2279,224343,218655099,2,95943.4396665204
1217,A- ,Lil pump,21,10474413,1712431407,2,81544352.71428572
1218,A- ,Ghazi B TV غازي بي تي في,511,1023183,323640430,2,633347.2211350293
1219,A- ,CritiCalSrb,267,472573,627777758,2,2351227.5580524346
1220,A- ,GamerGirl,1157,2291522,748832809,2,647219.3681936042
1221,A- ,Официальный канал…,7274,3840699,2852364848,2,392131.5435798735
1222,A- ,key kid,19,947379,242686877,2,12772993.52631579
1223,A- ,Kimberly Loaiza,68,13080839,673517610,2,9904670.735294119
1224,A- ,Rasmey Hang Meas,1651,1319793,731210573,2,442889.5051483949
1225,A- ,Aya Nakamura,12,970106,299497195,2,24958099.583333332
1226,A- ,Chetak,6232,1762161,625457816,2,100362.29396662388
1227,A- ,ProsafiaGaming,1065,1178901,1020550927,2,958263.7812206573
1228,A- ,Top 1 Trọng Án,1897,270272,131417570,2,69276.52609383236
1229,A- ,Saas Bahu Aur Betiyaan,9987,1681614,820102614,2,82117.01351757285
1230,A- ,Анимационные…,1489,2738601,2191975741,2,1472112.653458697
1231,A- ,AllGoodThingsNetwork,105,571733,185263251,2,1764411.9142857143
1232,A- ,MetallicaTV,1321,3750459,1805371644,2,1366670.4345193035
1233,A- ,Porta dos Fundos,899,14802776,4218570476,2,4692514.433815351
1234,A- ,OPPO,161,1751228,449486371,2,2791840.813664596
1235,A- ,뽀로로(Pororo),2283,2631227,3398767467,2,1488728.632063075
1236,A- ,whitneyhoustonVEVO,60,2693314,2252575081,2,37542918.016666666
1237,A- ,Rathore Cassettes HD,727,774102,236665494,2,325537.13067400275
1238,A- ,Betty Crocker,602,98921,17361214,2,28839.225913621263
1239,A- ,Disney Junior LA,1364,2900113,1923871918,2,1410463.2829912023
1240,A- ,InquisitorMaster - My Gameplays are…,568,2843442,694660092,2,1222993.11971831
1241,A- ,AM3NlC,3699,11323230,3125213806,2,844880.7261422006
1242,A- ,JFlaMusic,197,9261084,1714185273,2,8701448.086294416
1243,A- ,Alex Boyko,530,3676183,902337992,2,1702524.5132075471
1244,A- ,قناة منوعات…,85,3178697,744866959,2,8763140.694117647
1245,A- ,Grammarly,69,112192,1289948925,2,18694911.95652174
1246,A- ,Лунтик,741,3288601,6790620554,2,9164130.302294197
1247,A- ,Liova and Toys,32,4690036,366253071,2,11445408.46875
1249,A- ,Wassabi,803,11113619,3811806180,2,4746956.637608967
1250,A- ,Supreme,444,571597,203994999,2,459448.1959459459
1251,A- ,Univrsal Media Pro,3676,1772292,836840446,2,227649.74047878128
1252,A- ,Riya Films,3699,1080240,400573269,2,108292.31386861314
1253,A- ,DisneyJuniorIT,1299,1213078,823448908,2,633909.8598922248
1254,A- ,MattyBRaps,237,10659754,4951593875,2,20892801.160337552
1255,A- ,Katie Angel,288,7318965,722313532,2,2508033.097222222
1256,A- ,Km Music,173,880442,555085477,2,3208586.572254335
1257,A- ,Power Vision,701,3003487,1123002937,2,1602001.3366619116
1258,A- ,Aquarela Kids,295,1810288,503727375,2,1707550.4237288137
1259,A- ,ここなっちゃん,419,451936,448640273,2,1070740.508353222
1260,A- ,Toy School,2,1179190,31904372,2,15952186.0
1261,A- ,ToysYJuguetesTV,628,4409837,1499616019,2,2387923.597133758
1262,A- ,Favio Apaza-MansOn,1325,1762800,952852670,2,719134.0905660377
1263,A- ,Traditional Massage,62,930567,382491151,2,6169212.112903226
1264,A- ,SlivkiShow,245,11409757,1893133340,2,7727074.857142857
1265,A- ,CrazyFrogVEVO,12,4585990,2477475081,2,206456256.75
1266,A- ,Gajendra Verma,12,1482606,198493220,2,16541101.666666666
1267,A- ,Meera Stars,136,1247922,150200942,2,1104418.6911764706
1269,A- ,Телеканал ТНТ,6513,1703760,904881206,2,138934.62398280363
1270,A- ,مصطفى GAME OVER,530,3191191,774875695,2,1462029.6132075472
1271,A- ,➜FavijTV™,1777,4836210,2597979588,2,1462003.144625774
1272,A- ,SEPL VIDEO,11182,828671,289874658,2,25923.32838490431
1273,A- ,VIBE & WAVE -Dance Studio Nepal,38,347489,67986046,2,1789106.4736842106
1274,A- ,NAJWA FAROUK OFFICIELLE,22,487254,60906853,2,2768493.3181818184
1275,A- ,Animals Cartoons For Kids /- Learn…,99,616510,125670416,2,1269398.1414141415
1276,A- ,MostAmazingTop10,2083,4185901,1259443864,2,604629.7954872779
1277,A- ,Skyheart's Toys,393,1994976,905368623,2,2303736.954198473
1278,A- ,TOYS on the go!,781,5181703,3593162117,2,4600719.740076825
1279,A- ,ZEE5,576,379968,168335034,2,292248.3229166667
1280,A- ,Wengie,205,12369837,1149147282,2,5605596.497560976
1281,A- ,Anitta,40,9818513,2854795438,2,71369885.95
1282,A- ,Major Lazer,209,11251137,5904552350,2,28251446.6507177
1283,A- ,Cartoon Studio,31,1997139,536835661,2,17317279.387096774
1284,A- ,Paulo Londra,17,5487379,940191676,2,55305392.705882356
1285,A- ,NMF News,40872,4393689,1885991223,2,46143.844759248386
1286,A- ,KemalpaR,85,194523,61557179,2,724202.1058823529
1287,A- ,タキロン Takilong Kids' Toys,1915,663354,412336945,2,215319.55352480419
1289,A- ,MarkRonsonVEVO,50,3978658,3385018974,2,67700379.48
1290,A- ,elrubiusOMG,778,30796414,6870520811,2,8831003.61311054
1291,A- ,MonLaferteVEVO,61,2483071,1292184440,2,21183351.475409836
1292,A- ,Videos4Kids,483,724094,257739936,2,533623.0559006211
1294,A- ,Red Hot Chili Peppers,138,3764589,2912082188,2,21102044.84057971
1295,A- ,VideoClipVietNam,5,56096,8496,2,1699.2
1296,A- ,Xand Avião,530,1495893,502741829,2,948569.4886792452
1297,A- ,SecondsOut,6251,165823,164856588,2,26372.83442649176
1298,A- ,The Late Show with Stephen Colbert,4230,4834885,3498365577,2,827036.7794326241
1300,A- ,RaceToyTime,690,1520258,930736981,2,1348894.1753623188
1301,A- ,Rai,11897,2221184,1317437992,2,110736.99184668403
1302,A- ,elcarteldesantatv,244,4212422,1595645003,2,6539528.700819672
1303,A- ,Armin van Buuren,1501,2684650,619348721,2,412624.0646235843
1304,A- ,Zee News,87417,3833804,1141128840,2,13053.854971001065
1305,A- ,Dharma Productions,952,2789887,1576303270,2,1655780.7457983193
1306,A- ,キヨ。,1522,1537256,974998184,2,640603.2746386334
1307,A- ,BBC Earth,1390,2978955,925243135,2,665642.5431654677
1308,A- ,20sarasa（にーさら）,475,1525288,1225995975,2,2581044.1578947366
1309,A- ,Yeni Gelin,1055,1010048,1180722188,2,1119167.9507109004
1311,A- ,Coffi Channel,2421,4523072,1613191178,2,666332.5807517555
1312,A- ,TiempodeSol,158,1343173,621437249,2,3933147.14556962
1314,A- ,PugPiano,38,535380,236608893,2,6226549.815789473
1315,A- ,KjraGaming,1883,2196262,1626681644,2,863877.6654275093
1316,A- ,Daily Fortnite Battle Royale…,620,2640631,601379654,2,969967.1838709677
1317,A- ,Rajshri Tamil,6562,1539122,1249759673,2,190454.0800060957
1318,A- ,Mobile MOBA Việt,2343,2888952,1108301474,2,473026.6641058472
1319,A- ,Adexe & Nau,126,7588567,2657108669,2,21088164.03968254
1320,A- ,Уральские Пельмени,1004,2457501,1087249108,2,1082917.438247012
1321,A- ,Sai Recordds Digital,2348,1276962,470808169,2,200514.55238500852
1322,A- ,Mickey Mouse,235,2189629,1607342508,2,6839755.353191489
1323,A- ,七不哒哒,1195,137811,59047522,2,49412.15230125523
1324,A- ,Nikol CrazyFamily,728,3682697,1187496318,2,1631176.260989011
1326,A- ,Hector19Aquino,391,1066409,808468034,2,2067693.1815856777
1327,A- ,Gael 777,54,714188,153329523,2,2839435.611111111
1328,A- ,Telugu Filmnagar,12902,4440458,2163185643,2,167662.8152999535
1331,A- ,PUMBA,221,1241638,333105995,2,1507266.9457013574
1332,A- ,บ้านสิงห์มิวสิค…,562,969026,317876412,2,565616.3914590747
1333,A- ,Earth,30,2395157,246277376,2,8209245.866666666
1334,A- ,Eagle Music Video Station,348,1830357,363889936,2,1045660.735632184
1335,A- ,FAM JAM,88,2280348,431118496,2,4899073.818181818
1336,A- ,PlanetaOfficial,5181,1392239,3060758208,2,590765.9154603358
1337,A- ,HooplaKidz Franҫais - Comptines et…,358,997671,240365487,2,671411.9748603352
1338,A- ,Manucraft,3691,4053307,1359189838,2,368244.3343267407
1339,A- ,Camila Loures,655,6545942,714963694,2,1091547.6244274809
1341,A- ,HZHtube Kids Fun بالعربية,26,1963452,432371144,2,16629659.384615384
1342,A- ,CoryxKenshin,1293,3186768,1332653849,2,1030668.0966744006
1343,A- ,I Can Spirit,325,1423393,384173581,2,1182072.556923077
1344,A- ,MindofRez,475,2203111,344408373,2,725070.2589473685
1345,A- ,The Infographics Show,539,2958244,476370140,2,883803.599257885
1346,A- ,Sing King Karaoke,1634,4825342,2184752541,2,1337057.858629131
1347,A- ,G Series (Music),1950,1265702,287883460,2,147632.54358974358
1348,A- ,Mavi VD,156,68641,40815903,2,261640.40384615384
1349,A- ,Serie A,16519,915316,228982277,2,13861.751740420123
1350,A- ,The Young Turks,33882,4163102,4380447114,2,129285.37612891801
1351,A- ,GumTea TV,14,114244,9495,2,678.2142857142857
1352,A- ,Lucky Surprise ToysReview,76,1767919,397961992,2,5236342.0
1354,A- ,Masha y el Oso,223,3771504,1521992518,2,6825078.556053812
1355,A- ,Travel Thirsty,367,1952558,670583200,2,1827202.1798365123
1356,A- ,Animals Rhymes,48,1202354,191929839,2,3998538.3125
1357,A- ,MundoBitaVEVO,37,856291,1197527067,2,32365596.405405406
1358,A- ,BRIGHT TV,53494,2018635,1405218521,2,26268.712771525777
1359,A- ,Technical Guruji,1850,8531964,763573299,2,412742.32378378377
1361,A- ,Mammyたまご,558,706858,568522550,2,1018857.6164874552
1362,A- ,Infinite,492,6930368,819192179,2,1665024.7540650407
1363,A- ,Kids TV India Hindi Nursery Rhymes,545,1909690,694524206,2,1274356.3412844036
1364,A- ,Cosculluela El Principe,66,3566275,1032028562,2,15636796.393939395
1365,A- ,HobbyKidsTV,2843,3215705,5825849043,2,2049190.658811115
1366,A- ,Otlichnoe / Отличное ТВ /…,657,47920,36206735,2,55109.185692541854
1367,A- ,Fresh Media Records,135,2027928,632624062,2,4686104.162962963
1368,A- ,The Lallantop,3441,3243808,575570537,2,167268.3920371985
1369,A- ,Video Game News,3937,892818,420879077,2,106903.49936499873
1370,A- ,HighlightsNepal,7713,2115930,1170202934,2,151718.25930247633
1371,A- ,Maha Cartoon TV XD,69,641431,122314377,2,1772672.1304347827
1372,A- ,SWTAD - Stories with Toys & Dolls,567,1243718,748231361,2,1319632.0299823633
1373,A- ,adidas Football,100,1361377,167841270,2,1678412.7
1375,A- ,Toy Trains 4u,2860,3225739,4331149495,2,1514387.9353146853
1376,A- ,FIFATV,7125,7202359,1810297231,2,254076.80435087718
1377,A- ,Lime Tube[라임튜브],1245,1364735,1124291156,2,903045.1052208835
1378,A- ,Star Maa,5760,1586465,394246894,2,68445.64131944445
1379,A- ,東森新聞 CH51,188502,720563,1109957965,2,5888.308691684969
1380,A- ,ReikaSole,270,511224,177363718,2,656902.6592592592
1381,A- ,DALLMYD,423,5574584,477086744,2,1127864.6430260048
1382,A- ,Patty Mayo,70,3535958,182148592,2,2602122.742857143
1383,A- ,Phim Khủng,516,125622,50755209,2,98362.80813953489
1384,A- ,Promiflash,12003,1149082,1659522122,2,138258.94543030908
1385,A- ,AdeS México,13,15506,58710406,2,4516185.076923077
1386,A- ,Alesso,26,1765403,185298360,2,7126860.0
1388,A- ,GurinelTV,2329,1218000,730909496,2,313829.7535422928
1389,A- ,Toddler Entertainment,32,169977,32524013,2,1016375.40625
1390,A- ,CGMeetup,1023,1605316,459748920,2,449412.4340175953
1391,A- ,10-Minute Crafts,180,346691,114871583,2,638175.4611111111
1392,A- ,Vodafone Egypt,720,662952,526388977,2,731095.8013888889
1393,A- ,Juice WRLD,36,1340682,303603292,2,8433424.777777778
1395,A- ,RussVEVO,60,2368671,894177248,2,14902954.133333333
1396,A- ,Bely y Beto Oficial,211,955709,397360217,2,1883223.777251185
1397,A- ,kevingatesTV,217,4001717,2758246285,2,12710812.37327189
1398,A- ,Çukur,779,1766777,1142245127,2,1466296.6970474967
1399,A- ,MJ Media,278,298495,131561538,2,473242.9424460432
1400,A- ,Луномосик,168,2069455,533503000,2,3175613.095238095
